,date,Time Bin 1,steps_per_s,steps,hr,sleep,rhr
172,2020-09-23,"[76.0, 77.0)",0.3419354838709677,53.0,68.0,,79.91666666666667
173,2020-09-23,"[77.0, 78.0)",,,67.06666666666666,,76.26666666666667
174,2020-09-23,"[78.0, 79.0)",0.5517241379310345,16.0,63.666666666666664,,
175,2020-09-23,"[79.0, 80.0)",2.142857142857143,45.0,60.333333333333336,,
176,2020-09-23,"[80.0, 81.0)",4.5,9.0,57.6,,
177,2020-09-23,"[81.0, 82.0)",3.0,9.0,57.53333333333333,,78.0
178,2020-09-23,"[82.0, 83.0)",,,57.6,,76.57142857142857
179,2020-09-23,"[83.0, 84.0)",0.4827586206896552,14.0,61.733333333333334,,73.86666666666666
180,2020-09-23,"[84.0, 85.0)",,,64.13333333333334,,70.66666666666667
181,2020-09-23,"[85.0, 86.0)",0.6,18.0,62.266666666666666,,71.26666666666667
182,2020-09-23,"[86.0, 87.0)",,,58.13333333333333,,70.13333333333334
183,2020-09-23,"[87.0, 88.0)",3.0,18.0,59.8,,89.6923076923077
184,2020-09-23,"[88.0, 89.0)",2.875,23.0,61.666666666666664,,
185,2020-09-23,"[89.0, 90.0)",0.6575342465753424,48.0,61.86666666666667,,78.0
186,2020-09-23,"[90.0, 91.0)",,,63.4,,81.66666666666667
187,2020-09-23,"[91.0, 92.0)",,,68.8,,75.8
188,2020-09-23,"[92.0, 93.0)",,,62.6,,75.13333333333334
189,2020-09-23,"[93.0, 94.0)",,,59.266666666666666,,74.06666666666666
190,2020-09-23,"[94.0, 95.0)",,,59.46666666666667,,75.64285714285714
191,2020-09-23,"[95.0, 96.0)",,,61.53333333333333,,77.06666666666666
192,2020-09-24,"[0.0, 1.0)",,,65.6,,71.66666666666667
193,2020-09-24,"[1.0, 2.0)",,,62.86666666666667,,86.07142857142857
194,2020-09-24,"[2.0, 3.0)",,,64.4,,80.86666666666666
195,2020-09-24,"[3.0, 4.0)",,,63.06666666666667,,77.0
196,2020-09-24,"[4.0, 5.0)",,,63.266666666666666,,74.78571428571429
197,2020-09-24,"[5.0, 6.0)",,,61.4,,77.46666666666667
198,2020-09-24,"[6.0, 7.0)",,,62.666666666666664,,80.8
199,2020-09-24,"[7.0, 8.0)",,,63.2,,75.33333333333333
200,2020-09-24,"[8.0, 9.0)",,,66.33333333333333,,87.0
201,2020-09-24,"[9.0, 10.0)",,,61.2,,81.8
202,2020-09-24,"[10.0, 11.0)",,,63.6,,75.2
203,2020-09-24,"[11.0, 12.0)",,,70.46666666666667,1.0,84.58333333333333
204,2020-09-24,"[12.0, 13.0)",,,60.53333333333333,1.0,75.73333333333333
205,2020-09-24,"[13.0, 14.0)",,,63.46666666666667,1.0,70.53333333333333
206,2020-09-24,"[14.0, 15.0)",,,65.53333333333333,,78.92857142857143
207,2020-09-24,"[15.0, 16.0)",,,69.2,1.0,75.66666666666667
208,2020-09-24,"[16.0, 17.0)",,,65.66666666666667,1.0,74.4
209,2020-09-24,"[17.0, 18.0)",,,62.53333333333333,1.0,69.06666666666666
210,2020-09-24,"[18.0, 19.0)",,,59.333333333333336,1.0,75.14285714285714
211,2020-09-24,"[19.0, 20.0)",,,69.0,,66.86666666666666
212,2020-09-24,"[20.0, 21.0)",,,77.6,,70.21428571428571
213,2020-09-24,"[21.0, 22.0)",,,70.33333333333333,,66.53333333333333
214,2020-09-24,"[22.0, 23.0)",,,70.8,,63.2
215,2020-09-24,"[23.0, 24.0)",4.333333333333333,13.0,72.73333333333333,,62.86666666666667
216,2020-09-24,"[24.0, 25.0)",,,73.33333333333333,,64.93333333333334
217,2020-09-24,"[25.0, 26.0)",,,75.2,,67.33333333333333
218,2020-09-24,"[26.0, 27.0)",3.5,14.0,80.8,,
219,2020-09-24,"[27.0, 28.0)",0.5032679738562091,77.0,74.4,,
220,2020-09-24,"[28.0, 29.0)",3.25,26.0,75.13333333333334,,
221,2020-09-24,"[29.0, 30.0)",4.333333333333333,13.0,75.53333333333333,,
222,2020-09-24,"[30.0, 31.0)",0.33064516129032256,41.0,73.0,,67.53333333333333
223,2020-09-24,"[31.0, 32.0)",,,71.0,,65.8
224,2020-09-24,"[32.0, 33.0)",,,68.73333333333333,,67.0
225,2020-09-24,"[33.0, 34.0)",,,68.33333333333333,,67.73333333333333
226,2020-09-24,"[34.0, 35.0)",,,70.26666666666667,,68.73333333333333
227,2020-09-24,"[35.0, 36.0)",,,68.53333333333333,,67.93333333333334
228,2020-09-24,"[36.0, 37.0)",,,67.86666666666666,,65.8
229,2020-09-24,"[37.0, 38.0)",,,66.73333333333333,,65.33333333333333
230,2020-09-24,"[38.0, 39.0)",0.742152466367713,331.0,69.86666666666666,,
231,2020-09-24,"[39.0, 40.0)",0.39166666666666666,47.0,67.73333333333333,,66.6
232,2020-09-24,"[40.0, 41.0)",,,66.8,,67.33333333333333
233,2020-09-24,"[41.0, 42.0)",,,65.4,,65.6
234,2020-09-24,"[42.0, 43.0)",,,72.66666666666667,,70.06666666666666
235,2020-09-24,"[43.0, 44.0)",0.23333333333333334,42.0,70.6,,61.266666666666666
236,2020-09-24,"[44.0, 45.0)",,,68.86666666666666,,60.666666666666664
237,2020-09-24,"[45.0, 46.0)",,,68.33333333333333,,68.64285714285714
238,2020-09-24,"[46.0, 47.0)",,,62.2,,64.33333333333333
239,2020-09-24,"[47.0, 48.0)",0.23333333333333334,28.0,70.86666666666666,,
240,2020-09-24,"[48.0, 49.0)",0.25,15.0,74.4,,60.266666666666666
241,2020-09-24,"[49.0, 50.0)",,,74.46666666666667,,63.06666666666667
242,2020-09-24,"[50.0, 51.0)",,,82.0,,63.6
243,2020-09-24,"[51.0, 52.0)",,,75.93333333333334,,65.33333333333333
244,2020-09-24,"[52.0, 53.0)",0.5460526315789473,83.0,80.13333333333334,,
245,2020-09-24,"[53.0, 54.0)",0.4,12.0,82.2,,
246,2020-09-24,"[54.0, 55.0)",0.3333333333333333,10.0,79.93333333333334,,
247,2020-09-24,"[55.0, 56.0)",0.8,24.0,73.13333333333334,,62.86666666666667
248,2020-09-24,"[56.0, 57.0)",,,71.8,,59.86666666666667
249,2020-09-24,"[57.0, 58.0)",,,68.46666666666667,,61.4
250,2020-09-24,"[58.0, 59.0)",,,68.8,,68.14285714285714
251,2020-09-24,"[59.0, 60.0)",,,67.73333333333333,,59.733333333333334
252,2020-09-24,"[60.0, 61.0)",5.0,35.0,76.2,,60.2
253,2020-09-24,"[61.0, 62.0)",,,70.26666666666667,,62.2
254,2020-09-24,"[62.0, 63.0)",,,72.4,,61.733333333333334
255,2020-09-24,"[63.0, 64.0)",,,79.46666666666667,,80.28571428571429
256,2020-09-24,"[64.0, 65.0)",,,79.86666666666666,,76.26666666666667
257,2020-09-24,"[65.0, 66.0)",,,75.6,,70.71428571428571
258,2020-09-24,"[66.0, 67.0)",4.333333333333333,13.0,73.8,,63.8
259,2020-09-24,"[67.0, 68.0)",,,83.33333333333333,,64.86666666666666
260,2020-09-24,"[68.0, 69.0)",,,92.06666666666666,,66.06666666666666
261,2020-09-24,"[69.0, 70.0)",,,72.73333333333333,,83.64285714285714
262,2020-09-24,"[70.0, 71.0)",,,69.33333333333333,,82.93333333333334
263,2020-09-24,"[71.0, 72.0)",,,71.66666666666667,,80.8
264,2020-09-24,"[72.0, 73.0)",2.769230769230769,72.0,69.46666666666667,,
265,2020-09-24,"[73.0, 74.0)",4.333333333333333,13.0,76.13333333333334,,83.26666666666667
266,2020-09-24,"[74.0, 75.0)",,,73.13333333333334,,81.92857142857143
267,2020-09-24,"[75.0, 76.0)",0.4748201438848921,66.0,71.26666666666667,,76.13333333333334
268,2020-09-24,"[76.0, 77.0)",,,66.0,,79.33333333333333
269,2020-09-24,"[77.0, 78.0)",,,65.66666666666667,,72.26666666666667
270,2020-09-24,"[78.0, 79.0)",,,66.4,,70.53333333333333
271,2020-09-24,"[79.0, 80.0)",,,62.733333333333334,,68.66666666666667
272,2020-09-24,"[80.0, 81.0)",,,62.266666666666666,,69.14285714285714
273,2020-09-24,"[81.0, 82.0)",1.3421052631578947,51.0,62.733333333333334,,
274,2020-09-24,"[82.0, 83.0)",1.0449438202247192,93.0,61.333333333333336,,
275,2020-09-24,"[83.0, 84.0)",1.3801652892561984,167.0,62.2,,68.8
276,2020-09-24,"[84.0, 85.0)",,,69.26666666666667,,82.28571428571429
277,2020-09-24,"[85.0, 86.0)",1.0609756097560976,87.0,58.8,1.0,83.13333333333334
278,2020-09-24,"[86.0, 87.0)",,,60.46666666666667,1.0,77.2
279,2020-09-24,"[87.0, 88.0)",,,59.4,1.0,80.46666666666667
280,2020-09-24,"[88.0, 89.0)",,,60.46666666666667,1.0,84.93333333333334
281,2020-09-24,"[89.0, 90.0)",,,61.8,1.0,82.42857142857143
282,2020-09-24,"[90.0, 91.0)",,,64.0,1.0,78.93333333333334
283,2020-09-24,"[91.0, 92.0)",,,62.266666666666666,1.0,90.0
284,2020-09-24,"[92.0, 93.0)",,,61.333333333333336,1.0,87.21428571428571
285,2020-09-24,"[93.0, 94.0)",,,63.733333333333334,1.0,74.06666666666666
286,2020-09-24,"[94.0, 95.0)",,,63.86666666666667,1.0,74.42857142857143
287,2020-09-24,"[95.0, 96.0)",4.0,12.0,63.46666666666667,1.0,69.86666666666666
288,2020-09-25,"[0.0, 1.0)",,,62.666666666666664,,71.2
289,2020-09-25,"[1.0, 2.0)",,,59.8,1.0,62.4
290,2020-09-25,"[2.0, 3.0)",,,58.733333333333334,,63.53333333333333
291,2020-09-25,"[3.0, 4.0)",,,60.333333333333336,,64.86666666666666
292,2020-09-25,"[4.0, 5.0)",,,60.0,,68.0
293,2020-09-25,"[5.0, 6.0)",,,62.6,1.0,69.26666666666667
294,2020-09-25,"[6.0, 7.0)",,,66.73333333333333,1.0,67.06666666666666
295,2020-09-25,"[7.0, 8.0)",,,67.66666666666667,1.0,67.06666666666666
296,2020-09-25,"[8.0, 9.0)",,,57.53333333333333,1.0,67.93333333333334
297,2020-09-25,"[9.0, 10.0)",,,58.666666666666664,1.0,68.86666666666666
298,2020-09-25,"[10.0, 11.0)",,,60.733333333333334,1.0,67.4
299,2020-09-25,"[11.0, 12.0)",,,62.8,1.0,62.93333333333333
300,2020-09-25,"[12.0, 13.0)",,,70.4,1.0,65.4
301,2020-09-25,"[13.0, 14.0)",,,68.86666666666666,1.0,68.26666666666667
302,2020-09-25,"[14.0, 15.0)",,,67.2,1.0,64.53333333333333
303,2020-09-25,"[15.0, 16.0)",,,71.0,1.0,64.26666666666667
304,2020-09-25,"[16.0, 17.0)",,,66.66666666666667,1.0,64.73333333333333
305,2020-09-25,"[17.0, 18.0)",,,65.66666666666667,1.0,67.13333333333334
306,2020-09-25,"[18.0, 19.0)",4.0,4.0,64.2,1.0,67.4
307,2020-09-25,"[19.0, 20.0)",,,61.2,1.0,63.2
308,2020-09-25,"[20.0, 21.0)",,,61.86666666666667,1.0,63.4
309,2020-09-25,"[21.0, 22.0)",3.8,19.0,63.733333333333334,1.0,69.71428571428571
310,2020-09-25,"[22.0, 23.0)",,,66.46666666666667,1.0,66.13333333333334
311,2020-09-25,"[23.0, 24.0)",,,75.46666666666667,,60.53333333333333
312,2020-09-25,"[24.0, 25.0)",,,80.2,,61.0
313,2020-09-25,"[25.0, 26.0)",2.4285714285714284,17.0,80.6,,
314,2020-09-25,"[26.0, 27.0)",3.5,7.0,79.93333333333334,,
315,2020-09-25,"[27.0, 28.0)",2.1666666666666665,13.0,73.73333333333333,,
316,2020-09-25,"[28.0, 29.0)",3.6666666666666665,11.0,77.06666666666666,,64.13333333333334
317,2020-09-25,"[29.0, 30.0)",,,70.73333333333333,,62.214285714285715
318,2020-09-25,"[30.0, 31.0)",,,67.93333333333334,,62.733333333333334
319,2020-09-25,"[31.0, 32.0)",,,67.0,,62.93333333333333
320,2020-09-25,"[32.0, 33.0)",,,66.26666666666667,,61.2
321,2020-09-25,"[33.0, 34.0)",,,74.13333333333334,,59.333333333333336
322,2020-09-25,"[34.0, 35.0)",,,70.73333333333333,,62.642857142857146
323,2020-09-25,"[35.0, 36.0)",,,72.93333333333334,,59.86666666666667
324,2020-09-25,"[36.0, 37.0)",,,76.33333333333333,,61.2
325,2020-09-25,"[37.0, 38.0)",3.1666666666666665,19.0,81.6,,75.84615384615384
326,2020-09-25,"[38.0, 39.0)",,,75.4,,65.53333333333333
327,2020-09-25,"[39.0, 40.0)",2.0,24.0,78.33333333333333,,63.86666666666667
328,2020-09-25,"[40.0, 41.0)",,,77.06666666666666,,63.4
329,2020-09-25,"[41.0, 42.0)",,,73.8,,63.642857142857146
330,2020-09-25,"[42.0, 43.0)",,,75.66666666666667,,63.8
331,2020-09-25,"[43.0, 44.0)",2.695906432748538,461.0,90.8,,
332,2020-09-25,"[44.0, 45.0)",1.7325581395348837,149.0,88.6,,67.64285714285714
333,2020-09-25,"[45.0, 46.0)",,,78.86666666666666,,65.93333333333334
334,2020-09-25,"[46.0, 47.0)",,,76.6,,70.93333333333334
335,2020-09-25,"[47.0, 48.0)",3.5,7.0,74.8,,
336,2020-09-25,"[48.0, 49.0)",3.1,31.0,77.53333333333333,,
337,2020-09-25,"[49.0, 50.0)",9.0,9.0,73.8,,
338,2020-09-25,"[50.0, 51.0)",3.5,7.0,73.63636363636364,,
339,2020-09-25,"[51.0, 52.0)",5.5,11.0,98.06666666666666,,
340,2020-09-25,"[52.0, 53.0)",2.5,105.0,103.93333333333334,,72.21428571428571
341,2020-09-25,"[53.0, 54.0)",,,105.93333333333334,,66.6
342,2020-09-25,"[54.0, 55.0)",,,82.8,,88.0
343,2020-09-25,"[55.0, 56.0)",3.6,90.0,79.46666666666667,,
344,2020-09-25,"[56.0, 57.0)",1.928311057108141,1587.0,77.86666666666666,,72.13333333333334
345,2020-09-25,"[57.0, 58.0)",,,78.46666666666667,,68.06666666666666
