,date,Time Bin 1,steps_per_s,steps,hr,sleep,rhr
21596,2022-03-13,"[92.0, 93.0)",,,72.46666666666667,,77.0
21597,2022-03-13,"[93.0, 94.0)",1.5,18.0,70.86666666666666,,
21598,2022-03-13,"[94.0, 95.0)",0.8309859154929577,59.0,68.6,,68.53333333333333
21599,2022-03-13,"[95.0, 96.0)",,,69.93333333333334,,65.13333333333334
21600,2022-03-14,"[0.0, 1.0)",,,69.93333333333334,1.0,64.26666666666667
21601,2022-03-14,"[1.0, 2.0)",,,70.06666666666666,1.0,64.93333333333334
21602,2022-03-14,"[2.0, 3.0)",,,69.2,1.0,69.28571428571429
21603,2022-03-14,"[3.0, 4.0)",,,70.6,1.0,65.4
21604,2022-03-14,"[4.0, 5.0)",,,68.4,1.0,66.06666666666666
21605,2022-03-14,"[5.0, 6.0)",,,67.86666666666666,1.0,68.28571428571429
21606,2022-03-14,"[6.0, 7.0)",,,66.06666666666666,1.0,64.73333333333333
21607,2022-03-14,"[7.0, 8.0)",,,67.46666666666667,1.0,65.8
21608,2022-03-14,"[8.0, 9.0)",,,66.6,1.0,68.92857142857143
21609,2022-03-14,"[9.0, 10.0)",,,64.33333333333333,1.0,66.13333333333334
21610,2022-03-14,"[10.0, 11.0)",,,63.46666666666667,1.0,64.46666666666667
21611,2022-03-14,"[11.0, 12.0)",,,64.33333333333333,1.0,65.21428571428571
21612,2022-03-14,"[12.0, 13.0)",,,63.06666666666667,1.0,64.0
21613,2022-03-14,"[13.0, 14.0)",,,61.333333333333336,1.0,68.78571428571429
21614,2022-03-14,"[14.0, 15.0)",,,68.4,1.0,68.8
21615,2022-03-14,"[15.0, 16.0)",,,64.93333333333334,,74.14285714285714
21616,2022-03-14,"[16.0, 17.0)",,,60.8,1.0,73.8
21617,2022-03-14,"[17.0, 18.0)",,,60.06666666666667,1.0,68.73333333333333
21618,2022-03-14,"[18.0, 19.0)",,,60.93333333333333,1.0,69.5
21619,2022-03-14,"[19.0, 20.0)",,,65.0,1.0,63.86666666666667
21620,2022-03-14,"[20.0, 21.0)",,,65.6,1.0,60.46666666666667
21621,2022-03-14,"[21.0, 22.0)",2.5113636363636362,221.0,63.733333333333334,1.0,60.642857142857146
21622,2022-03-14,"[22.0, 23.0)",,,63.53333333333333,1.0,60.333333333333336
21623,2022-03-14,"[23.0, 24.0)",,,64.73333333333333,1.0,56.4
21624,2022-03-14,"[24.0, 25.0)",,,64.33333333333333,1.0,61.0
21625,2022-03-14,"[25.0, 26.0)",,,66.06666666666666,1.0,59.666666666666664
21626,2022-03-14,"[26.0, 27.0)",,,65.86666666666666,1.0,65.28571428571429
21627,2022-03-14,"[27.0, 28.0)",,,65.8,1.0,60.53333333333333
21628,2022-03-14,"[28.0, 29.0)",,,63.2,1.0,65.07142857142857
21629,2022-03-14,"[29.0, 30.0)",,,67.26666666666667,1.0,58.8
21630,2022-03-14,"[30.0, 31.0)",,,77.4,1.0,53.86666666666667
21631,2022-03-14,"[31.0, 32.0)",,,73.13333333333334,1.0,53.666666666666664
21632,2022-03-14,"[32.0, 33.0)",,,69.4,1.0,52.2
21633,2022-03-14,"[33.0, 34.0)",,,72.8,1.0,55.06666666666667
21634,2022-03-14,"[34.0, 35.0)",,,78.4,1.0,55.46666666666667
21635,2022-03-14,"[35.0, 36.0)",,,79.93333333333334,1.0,56.4
21636,2022-03-14,"[36.0, 37.0)",,,78.53333333333333,1.0,57.93333333333333
21637,2022-03-14,"[37.0, 38.0)",,,86.8,1.0,59.86666666666667
21638,2022-03-14,"[38.0, 39.0)",,,,,
21639,2022-03-14,"[39.0, 40.0)",,,,,
21640,2022-03-14,"[40.0, 41.0)",,,,,
21641,2022-03-14,"[41.0, 42.0)",,,,,
21642,2022-03-14,"[42.0, 43.0)",,,,,
21643,2022-03-14,"[43.0, 44.0)",,,,,
21644,2022-03-14,"[44.0, 45.0)",,,,,
21645,2022-03-14,"[45.0, 46.0)",,,,,
21646,2022-03-14,"[46.0, 47.0)",,,,,
21647,2022-03-14,"[47.0, 48.0)",,,,,
21648,2022-03-14,"[48.0, 49.0)",,,,,
21649,2022-03-14,"[49.0, 50.0)",,,,,
21650,2022-03-14,"[50.0, 51.0)",,,,,
21651,2022-03-14,"[51.0, 52.0)",,,,,
21652,2022-03-14,"[52.0, 53.0)",,,,,
21653,2022-03-14,"[53.0, 54.0)",,,,,
21654,2022-03-14,"[54.0, 55.0)",,,,,
21655,2022-03-14,"[55.0, 56.0)",,,,,
21656,2022-03-14,"[56.0, 57.0)",,,,,
21657,2022-03-14,"[57.0, 58.0)",2.9545454545454546,65.0,76.53333333333333,,
21658,2022-03-14,"[58.0, 59.0)",1.6115185422367588,1448.755169470846,74.06666666666666,,
21659,2022-03-14,"[59.0, 60.0)",1.6140926044517128,2902.1385028041796,71.26666666666667,,
21660,2022-03-14,"[60.0, 61.0)",1.605203715562824,2886.1562805819576,76.66666666666667,,
21661,2022-03-14,"[61.0, 62.0)",1.6199982236552044,2053.7676822495505,78.86666666666666,,
21662,2022-03-14,"[62.0, 63.0)",2.869565217391304,66.0,71.0,,
21663,2022-03-14,"[63.0, 64.0)",4.285714285714286,30.0,82.93333333333334,,
21664,2022-03-14,"[64.0, 65.0)",5.5,11.0,85.57142857142857,,
21665,2022-03-14,"[65.0, 66.0)",2.1666666666666665,104.0,86.125,,
21666,2022-03-14,"[66.0, 67.0)",2.1818181818181817,24.0,91.3076923076923,,
21667,2022-03-14,"[67.0, 68.0)",9.0,9.0,80.8,,57.0
21668,2022-03-14,"[68.0, 69.0)",,,86.8,,58.266666666666666
21669,2022-03-14,"[69.0, 70.0)",,,80.13333333333334,,59.6
21670,2022-03-14,"[70.0, 71.0)",2.3043478260869565,53.0,78.13333333333334,,
21671,2022-03-14,"[71.0, 72.0)",2.0444444444444443,92.0,78.0,,
21672,2022-03-14,"[72.0, 73.0)",2.111111111111111,19.0,81.06666666666666,,
21673,2022-03-14,"[73.0, 74.0)",3.2,32.0,75.33333333333333,,
21674,2022-03-14,"[74.0, 75.0)",2.5,35.0,72.33333333333333,,
21675,2022-03-14,"[75.0, 76.0)",2.0588235294117645,70.0,72.46666666666667,,
21676,2022-03-14,"[76.0, 77.0)",3.090909090909091,34.0,71.66666666666667,,59.333333333333336
21677,2022-03-14,"[77.0, 78.0)",,,76.2,,58.46666666666667
21678,2022-03-14,"[78.0, 79.0)",0.9879518072289156,82.0,75.2,,
21679,2022-03-14,"[79.0, 80.0)",3.6,18.0,73.0,,
21680,2022-03-14,"[80.0, 81.0)",2.8292682926829267,116.0,68.53333333333333,,57.8
21681,2022-03-14,"[81.0, 82.0)",,,70.0,,55.13333333333333
21682,2022-03-14,"[82.0, 83.0)",,,69.0,,56.333333333333336
21683,2022-03-14,"[83.0, 84.0)",,,70.93333333333334,,56.4
21684,2022-03-14,"[84.0, 85.0)",2.892857142857143,81.0,73.73333333333333,,
21685,2022-03-14,"[85.0, 86.0)",2.0,32.0,70.8,,
21686,2022-03-14,"[86.0, 87.0)",2.5,40.0,76.93333333333334,,
21687,2022-03-14,"[87.0, 88.0)",3.0714285714285716,43.0,82.13333333333334,,
21688,2022-03-14,"[88.0, 89.0)",1.2857142857142858,9.0,74.0,,58.5
21689,2022-03-14,"[89.0, 90.0)",,,76.2,,63.666666666666664
21690,2022-03-14,"[90.0, 91.0)",,,75.2,,54.333333333333336
21691,2022-03-14,"[91.0, 92.0)",,,71.53333333333333,,54.6
21692,2022-03-14,"[92.0, 93.0)",,,67.8,,58.142857142857146
21693,2022-03-14,"[93.0, 94.0)",,,68.6,,57.53333333333333
21694,2022-03-14,"[94.0, 95.0)",,,68.53333333333333,,56.6
21695,2022-03-14,"[95.0, 96.0)",2.5714285714285716,36.0,70.66666666666667,,57.733333333333334
21696,2022-03-15,"[0.0, 1.0)",,,66.0,,58.266666666666666
21697,2022-03-15,"[1.0, 2.0)",4.4,66.0,66.0,,56.0
21698,2022-03-15,"[2.0, 3.0)",,,67.86666666666666,1.0,57.46666666666667
21699,2022-03-15,"[3.0, 4.0)",3.0454545454545454,67.0,73.4,1.0,57.2
21700,2022-03-15,"[4.0, 5.0)",,,64.93333333333334,1.0,60.06666666666667
21701,2022-03-15,"[5.0, 6.0)",,,69.8,1.0,68.07142857142857
21702,2022-03-15,"[6.0, 7.0)",0.5315985130111525,143.0,66.6,1.0,60.8
21703,2022-03-15,"[7.0, 8.0)",,,68.53333333333333,1.0,70.42857142857143
21704,2022-03-15,"[8.0, 9.0)",,,66.73333333333333,1.0,64.66666666666667
21705,2022-03-15,"[9.0, 10.0)",1.84,46.0,74.6,1.0,
21706,2022-03-15,"[10.0, 11.0)",5.5,11.0,67.06666666666666,1.0,66.92857142857143
21707,2022-03-15,"[11.0, 12.0)",,,67.73333333333333,,60.333333333333336
21708,2022-03-15,"[12.0, 13.0)",,,67.06666666666666,1.0,63.8
21709,2022-03-15,"[13.0, 14.0)",,,68.13333333333334,1.0,60.266666666666666
21710,2022-03-15,"[14.0, 15.0)",4.25,17.0,68.4,1.0,60.06666666666667
21711,2022-03-15,"[15.0, 16.0)",,,66.46666666666667,1.0,61.6
21712,2022-03-15,"[16.0, 17.0)",0.5724137931034483,83.0,75.06666666666666,1.0,67.71428571428571
21713,2022-03-15,"[17.0, 18.0)",,,73.46666666666667,1.0,65.6
21714,2022-03-15,"[18.0, 19.0)",,,62.06666666666667,1.0,64.26666666666667
21715,2022-03-15,"[19.0, 20.0)",,,62.06666666666667,1.0,67.85714285714286
21716,2022-03-15,"[20.0, 21.0)",,,63.733333333333334,1.0,62.93333333333333
21717,2022-03-15,"[21.0, 22.0)",,,67.86666666666666,1.0,62.46666666666667
21718,2022-03-15,"[22.0, 23.0)",,,67.53333333333333,1.0,65.71428571428571
21719,2022-03-15,"[23.0, 24.0)",,,67.93333333333334,1.0,62.86666666666667
21720,2022-03-15,"[24.0, 25.0)",,,66.8,1.0,63.46666666666667
21721,2022-03-15,"[25.0, 26.0)",,,63.333333333333336,1.0,64.86666666666666
21722,2022-03-15,"[26.0, 27.0)",,,62.2,1.0,65.06666666666666
21723,2022-03-15,"[27.0, 28.0)",0.7837837837837838,116.0,63.46666666666667,,
21724,2022-03-15,"[28.0, 29.0)",1.210144927536232,167.0,67.26666666666667,,66.73333333333333
21725,2022-03-15,"[29.0, 30.0)",,,65.53333333333333,,66.66666666666667
21726,2022-03-15,"[30.0, 31.0)",,,66.33333333333333,,66.42857142857143
21727,2022-03-15,"[31.0, 32.0)",3.75,45.0,65.53333333333333,,
21728,2022-03-15,"[32.0, 33.0)",2.1333333333333333,64.0,63.13333333333333,,
21729,2022-03-15,"[33.0, 34.0)",1.375,11.0,63.53333333333333,,
21730,2022-03-15,"[34.0, 35.0)",0.2537313432835821,17.0,60.6,,
21731,2022-03-15,"[35.0, 36.0)",1.6613418530351438,520.0,61.06666666666667,,
21732,2022-03-15,"[36.0, 37.0)",1.0669856459330143,223.0,77.73333333333333,,
21733,2022-03-15,"[37.0, 38.0)",1.2677595628415301,232.0,63.8,,
21734,2022-03-15,"[38.0, 39.0)",0.775,186.0,62.333333333333336,,
21735,2022-03-15,"[39.0, 40.0)",1.5330578512396693,371.0,70.13333333333334,,
21736,2022-03-15,"[40.0, 41.0)",0.8270893371757925,574.0,60.333333333333336,,
21737,2022-03-15,"[41.0, 42.0)",0.3333333333333333,40.0,60.46666666666667,,
21738,2022-03-15,"[42.0, 43.0)",0.11666666666666667,7.0,58.4,,
21739,2022-03-15,"[43.0, 44.0)",0.18333333333333332,11.0,61.6,,72.66666666666667
21740,2022-03-15,"[44.0, 45.0)",,,59.666666666666664,,77.35714285714286
21741,2022-03-15,"[45.0, 46.0)",,,59.6,,71.13333333333334
21742,2022-03-15,"[46.0, 47.0)",,,61.8,,67.42857142857143
21743,2022-03-15,"[47.0, 48.0)",1.4702380952380953,1235.0,62.53333333333333,,64.26666666666667
21744,2022-03-15,"[48.0, 49.0)",,,62.86666666666667,,63.06666666666667
21745,2022-03-15,"[49.0, 50.0)",,,59.8,,67.57142857142857
21746,2022-03-15,"[50.0, 51.0)",,,59.93333333333333,,62.13333333333333
21747,2022-03-15,"[51.0, 52.0)",2.6341463414634148,108.0,64.13333333333334,,
21748,2022-03-15,"[52.0, 53.0)",3.6666666666666665,11.0,75.8,,
21749,2022-03-15,"[53.0, 54.0)",5.0,15.0,72.2,,67.64285714285714
21750,2022-03-15,"[54.0, 55.0)",,,76.8,,71.53333333333333
21751,2022-03-15,"[55.0, 56.0)",4.5,9.0,83.0,,
21752,2022-03-15,"[56.0, 57.0)",0.12280701754385964,7.0,81.6,,
21753,2022-03-15,"[57.0, 58.0)",8.0,8.0,72.53333333333333,,63.42857142857143
21754,2022-03-15,"[58.0, 59.0)",,,79.53333333333333,,67.66666666666667
21755,2022-03-15,"[59.0, 60.0)",,,83.93333333333334,,65.26666666666667
21756,2022-03-15,"[60.0, 61.0)",,,72.2,,63.333333333333336
21757,2022-03-15,"[61.0, 62.0)",,,68.73333333333333,,62.4
21758,2022-03-15,"[62.0, 63.0)",2.7142857142857144,19.0,67.73333333333333,,
21759,2022-03-15,"[63.0, 64.0)",2.1666666666666665,26.0,69.4,,
21760,2022-03-15,"[64.0, 65.0)",0.5935828877005348,111.0,70.26666666666667,,
21761,2022-03-15,"[65.0, 66.0)",1.5591397849462365,870.0,81.4,,
21762,2022-03-15,"[66.0, 67.0)",1.1523809523809523,484.0,76.0,,
21763,2022-03-15,"[67.0, 68.0)",2.007575757575758,795.0,81.66666666666667,,
21764,2022-03-15,"[68.0, 69.0)",1.0861618798955615,416.0,90.33333333333333,,
21765,2022-03-15,"[69.0, 70.0)",1.5384615384615385,20.0,81.6,,
21766,2022-03-15,"[70.0, 71.0)",1.5,15.0,83.06666666666666,,64.46666666666667
21767,2022-03-15,"[71.0, 72.0)",,,76.73333333333333,,66.42857142857143
21768,2022-03-15,"[72.0, 73.0)",,,94.73333333333333,,64.66666666666667
21769,2022-03-15,"[73.0, 74.0)",,,91.6,,62.07142857142857
21770,2022-03-15,"[74.0, 75.0)",2.4,12.0,79.6,,
21771,2022-03-15,"[75.0, 76.0)",3.6,18.0,73.33333333333333,,61.93333333333333
21772,2022-03-15,"[76.0, 77.0)",,,74.6,,65.0
21773,2022-03-15,"[77.0, 78.0)",3.888888888888889,35.0,73.6,,
21774,2022-03-15,"[78.0, 79.0)",3.1666666666666665,19.0,86.2,,61.0
21775,2022-03-15,"[79.0, 80.0)",,,85.26666666666667,,59.4
21776,2022-03-15,"[80.0, 81.0)",,,82.73333333333333,,63.42857142857143
21777,2022-03-15,"[81.0, 82.0)",,,81.73333333333333,,60.333333333333336
21778,2022-03-15,"[82.0, 83.0)",8.0,8.0,78.66666666666667,,
21779,2022-03-15,"[83.0, 84.0)",4.5,9.0,92.2,,64.4
21780,2022-03-15,"[84.0, 85.0)",,,83.46666666666667,,58.46666666666667
21781,2022-03-15,"[85.0, 86.0)",,,81.6,,59.13333333333333
21782,2022-03-15,"[86.0, 87.0)",,,81.8,,60.733333333333334
21783,2022-03-15,"[87.0, 88.0)",,,83.26666666666667,,62.6
21784,2022-03-15,"[88.0, 89.0)",,,81.93333333333334,,61.6
21785,2022-03-15,"[89.0, 90.0)",,,78.66666666666667,,62.666666666666664
21786,2022-03-15,"[90.0, 91.0)",,,73.26666666666667,,61.733333333333334
21787,2022-03-15,"[91.0, 92.0)",,,75.53333333333333,,63.2
21788,2022-03-15,"[92.0, 93.0)",0.6216216216216216,46.0,73.8,,64.86666666666666
21789,2022-03-15,"[93.0, 94.0)",,,81.93333333333334,,60.333333333333336
21790,2022-03-15,"[94.0, 95.0)",,,80.4,,60.06666666666667
21791,2022-03-15,"[95.0, 96.0)",4.0,28.0,82.6,,59.93333333333333
21792,2022-03-16,"[0.0, 1.0)",,,83.13333333333334,1.0,59.4
21793,2022-03-16,"[1.0, 2.0)",,,75.66666666666667,1.0,66.21428571428571
21794,2022-03-16,"[2.0, 3.0)",,,75.13333333333334,1.0,58.666666666666664
21795,2022-03-16,"[3.0, 4.0)",,,74.93333333333334,1.0,57.0
21796,2022-03-16,"[4.0, 5.0)",,,80.0,1.0,58.6
21797,2022-03-16,"[5.0, 6.0)",,,80.66666666666667,,60.86666666666667
21798,2022-03-16,"[6.0, 7.0)",,,76.13333333333334,,61.0
21799,2022-03-16,"[7.0, 8.0)",,,73.26666666666667,1.0,61.53333333333333
21800,2022-03-16,"[8.0, 9.0)",,,71.75,1.0,59.4
21801,2022-03-16,"[9.0, 10.0)",,,88.33333333333333,1.0,
21802,2022-03-16,"[10.0, 11.0)",,,74.93333333333334,,
21803,2022-03-16,"[11.0, 12.0)",,,68.2,1.0,
21804,2022-03-16,"[12.0, 13.0)",,,68.2,1.0,
21805,2022-03-16,"[13.0, 14.0)",,,68.13333333333334,1.0,
21806,2022-03-16,"[14.0, 15.0)",,,59.6,1.0,
21807,2022-03-16,"[15.0, 16.0)",,,61.06666666666667,,
21808,2022-03-16,"[16.0, 17.0)",,,63.8,,
21809,2022-03-16,"[17.0, 18.0)",,,64.73333333333333,,
21810,2022-03-16,"[18.0, 19.0)",,,65.53333333333333,,
21811,2022-03-16,"[19.0, 20.0)",3.8,38.0,65.53333333333333,,
21812,2022-03-16,"[20.0, 21.0)",,,65.6,1.0,
21813,2022-03-16,"[21.0, 22.0)",,,66.33333333333333,1.0,
21814,2022-03-16,"[22.0, 23.0)",,,64.93333333333334,1.0,
21815,2022-03-16,"[23.0, 24.0)",,,67.4,1.0,
21816,2022-03-16,"[24.0, 25.0)",,,67.86666666666666,,
21817,2022-03-16,"[25.0, 26.0)",,,67.4,,
21818,2022-03-16,"[26.0, 27.0)",,,68.73333333333333,1.0,
21819,2022-03-16,"[27.0, 28.0)",,,68.2,1.0,
21820,2022-03-16,"[28.0, 29.0)",,,67.73333333333333,1.0,
21821,2022-03-16,"[29.0, 30.0)",,,69.13333333333334,1.0,
21822,2022-03-16,"[30.0, 31.0)",,,66.73333333333333,,
21823,2022-03-16,"[31.0, 32.0)",3.5,7.0,64.2,,
21824,2022-03-16,"[32.0, 33.0)",,,65.0,1.0,
21825,2022-03-16,"[33.0, 34.0)",,,65.0,1.0,
21826,2022-03-16,"[34.0, 35.0)",,,62.86666666666667,1.0,
21827,2022-03-16,"[35.0, 36.0)",,,63.5,1.0,
21828,2022-03-16,"[36.0, 37.0)",,,82.0,,
21829,2022-03-16,"[37.0, 38.0)",,,78.81818181818181,,
21830,2022-03-16,"[38.0, 39.0)",4.5,9.0,70.93333333333334,,
21831,2022-03-16,"[39.0, 40.0)",,,72.13333333333334,,
21832,2022-03-16,"[40.0, 41.0)",13.0,13.0,73.0,,
21833,2022-03-16,"[41.0, 42.0)",,,67.86666666666666,,
21834,2022-03-16,"[42.0, 43.0)",,,71.13333333333334,,
21835,2022-03-16,"[43.0, 44.0)",3.8,19.0,71.2,,
21836,2022-03-16,"[44.0, 45.0)",,,67.13333333333334,,
21837,2022-03-16,"[45.0, 46.0)",,,68.8,,
21838,2022-03-16,"[46.0, 47.0)",,,72.46666666666667,,
21839,2022-03-16,"[47.0, 48.0)",2.5,15.0,74.33333333333333,,
21840,2022-03-16,"[48.0, 49.0)",0.7792207792207793,300.0,81.86666666666666,,
21841,2022-03-16,"[49.0, 50.0)",,,74.33333333333333,,
21842,2022-03-16,"[50.0, 51.0)",,,73.0,,
21843,2022-03-16,"[51.0, 52.0)",2.9642857142857144,83.0,71.13333333333334,,
21844,2022-03-16,"[52.0, 53.0)",2.2584745762711864,533.0,72.2,,
21845,2022-03-16,"[53.0, 54.0)",,,68.8,,
21846,2022-03-16,"[54.0, 55.0)",2.0264900662251657,306.0,69.06666666666666,,
21847,2022-03-16,"[55.0, 56.0)",1.4466666666666668,868.0,65.73333333333333,,
21848,2022-03-16,"[56.0, 57.0)",2.75,11.0,63.666666666666664,,
21849,2022-03-16,"[57.0, 58.0)",3.3333333333333335,40.0,66.93333333333334,,
21850,2022-03-16,"[58.0, 59.0)",3.1724137931034484,92.0,66.73333333333333,,
21851,2022-03-16,"[59.0, 60.0)",2.3658536585365852,97.0,70.53333333333333,,
21852,2022-03-16,"[60.0, 61.0)",1.2547169811320755,133.0,70.2,,
21853,2022-03-16,"[61.0, 62.0)",1.777158774373259,638.0,68.0,,
21854,2022-03-16,"[62.0, 63.0)",6.0,6.0,68.4,,
21855,2022-03-16,"[63.0, 64.0)",,,65.2,,
21856,2022-03-16,"[64.0, 65.0)",,,65.66666666666667,,
21857,2022-03-16,"[65.0, 66.0)",,,65.93333333333334,,
21858,2022-03-16,"[66.0, 67.0)",2.6666666666666665,48.0,65.66666666666667,,
21859,2022-03-16,"[67.0, 68.0)",3.1904761904761907,67.0,62.333333333333336,,
21860,2022-03-16,"[68.0, 69.0)",,,64.46666666666667,,
21861,2022-03-16,"[69.0, 70.0)",,,66.0,,
21862,2022-03-16,"[70.0, 71.0)",,,63.8,,
21863,2022-03-16,"[71.0, 72.0)",4.2,21.0,61.333333333333336,,
21864,2022-03-16,"[72.0, 73.0)",,,61.733333333333334,,
21865,2022-03-16,"[73.0, 74.0)",,,62.86666666666667,,
21866,2022-03-16,"[74.0, 75.0)",5.5,11.0,64.2,,
21867,2022-03-16,"[75.0, 76.0)",1.648936170212766,155.0,67.06666666666666,,
21868,2022-03-16,"[76.0, 77.0)",,,59.4,,
21869,2022-03-16,"[77.0, 78.0)",,,58.46666666666667,,
21870,2022-03-16,"[78.0, 79.0)",3.25,13.0,60.2,,
21871,2022-03-16,"[79.0, 80.0)",5.5,11.0,59.266666666666666,,
21872,2022-03-16,"[80.0, 81.0)",5.2,26.0,62.06666666666667,,
21873,2022-03-16,"[81.0, 82.0)",8.5,17.0,60.666666666666664,,
21874,2022-03-16,"[82.0, 83.0)",,,60.0,,
21875,2022-03-16,"[83.0, 84.0)",,,61.0,,
21876,2022-03-16,"[84.0, 85.0)",,,62.13333333333333,,
21877,2022-03-16,"[85.0, 86.0)",,,63.0,,
21878,2022-03-16,"[86.0, 87.0)",,,61.6,,
21879,2022-03-16,"[87.0, 88.0)",,,62.666666666666664,,
21880,2022-03-16,"[88.0, 89.0)",,,59.0,,
21881,2022-03-16,"[89.0, 90.0)",,,59.86666666666667,,
21882,2022-03-16,"[90.0, 91.0)",1.8270676691729324,243.0,61.2,,
21883,2022-03-16,"[91.0, 92.0)",,,62.8,,
21884,2022-03-16,"[92.0, 93.0)",,,61.333333333333336,,
21885,2022-03-16,"[93.0, 94.0)",1.8516483516483517,1011.0,59.06666666666667,,
21886,2022-03-16,"[94.0, 95.0)",1.2369942196531791,428.0,64.4,,
21887,2022-03-16,"[95.0, 96.0)",,,68.6,,
21888,2022-03-17,"[0.0, 1.0)",,,76.66666666666667,1.0,
21889,2022-03-17,"[1.0, 2.0)",,,74.6,1.0,
21890,2022-03-17,"[2.0, 3.0)",,,68.73333333333333,1.0,
21891,2022-03-17,"[3.0, 4.0)",,,69.6,1.0,
21892,2022-03-17,"[4.0, 5.0)",,,72.46666666666667,1.0,
21893,2022-03-17,"[5.0, 6.0)",,,86.93333333333334,1.0,
21894,2022-03-17,"[6.0, 7.0)",,,85.26666666666667,1.0,
21895,2022-03-17,"[7.0, 8.0)",,,86.06666666666666,1.0,
21896,2022-03-17,"[8.0, 9.0)",,,86.625,1.0,
21897,2022-03-17,"[9.0, 10.0)",,,100.0625,1.0,
21898,2022-03-17,"[10.0, 11.0)",,,100.5625,1.0,
21899,2022-03-17,"[11.0, 12.0)",,,104.9375,1.0,
21900,2022-03-17,"[12.0, 13.0)",,,111.875,1.0,
21901,2022-03-17,"[13.0, 14.0)",,,111.125,1.0,
21902,2022-03-17,"[14.0, 15.0)",,,104.1875,1.0,
21903,2022-03-17,"[15.0, 16.0)",,,98.0625,1.0,
21904,2022-03-17,"[16.0, 17.0)",,,100.5,1.0,
21905,2022-03-17,"[17.0, 18.0)",,,86.25,1.0,
21906,2022-03-17,"[18.0, 19.0)",,,75.86666666666666,1.0,
21907,2022-03-17,"[19.0, 20.0)",,,75.86666666666666,1.0,
21908,2022-03-17,"[20.0, 21.0)",,,76.0,,
21909,2022-03-17,"[21.0, 22.0)",,,69.26666666666667,,
21910,2022-03-17,"[22.0, 23.0)",,,69.53333333333333,,
21911,2022-03-17,"[23.0, 24.0)",,,73.93333333333334,,
21912,2022-03-17,"[24.0, 25.0)",,,79.33333333333333,,
21913,2022-03-17,"[25.0, 26.0)",9.0,9.0,81.8,1.0,
21914,2022-03-17,"[26.0, 27.0)",,,73.46666666666667,1.0,
21915,2022-03-17,"[27.0, 28.0)",,,66.26666666666667,1.0,
21916,2022-03-17,"[28.0, 29.0)",,,65.0,1.0,
21917,2022-03-17,"[29.0, 30.0)",,,75.4,1.0,
21918,2022-03-17,"[30.0, 31.0)",,,78.33333333333333,1.0,
21919,2022-03-17,"[31.0, 32.0)",,,81.73333333333333,1.0,
21920,2022-03-17,"[32.0, 33.0)",,,86.8,,
21921,2022-03-17,"[33.0, 34.0)",,,90.33333333333333,1.0,
21922,2022-03-17,"[34.0, 35.0)",,,91.86666666666666,1.0,
21923,2022-03-17,"[35.0, 36.0)",,,91.2,,
21924,2022-03-17,"[36.0, 37.0)",,,94.73333333333333,,
21925,2022-03-17,"[37.0, 38.0)",4.333333333333333,13.0,94.2,,
21926,2022-03-17,"[38.0, 39.0)",2.6,13.0,88.66666666666667,,
21927,2022-03-17,"[39.0, 40.0)",,,81.86666666666666,,
21928,2022-03-17,"[40.0, 41.0)",,,87.66666666666667,,
21929,2022-03-17,"[41.0, 42.0)",,,84.73333333333333,,
21930,2022-03-17,"[42.0, 43.0)",,,81.53333333333333,,
21931,2022-03-17,"[43.0, 44.0)",,,86.4,,
21932,2022-03-17,"[44.0, 45.0)",2.0714285714285716,29.0,83.33333333333333,,
21933,2022-03-17,"[45.0, 46.0)",,,83.26666666666667,,
21934,2022-03-17,"[46.0, 47.0)",4.2,21.0,78.86666666666666,,
21935,2022-03-17,"[47.0, 48.0)",,,81.66666666666667,,
21936,2022-03-17,"[48.0, 49.0)",,,82.46666666666667,,
21937,2022-03-17,"[49.0, 50.0)",3.0,9.0,81.66666666666667,,
21938,2022-03-17,"[50.0, 51.0)",2.8181818181818183,31.0,81.13333333333334,,
21939,2022-03-17,"[51.0, 52.0)",,,81.93333333333334,,
21940,2022-03-17,"[52.0, 53.0)",,,79.53333333333333,,
21941,2022-03-17,"[53.0, 54.0)",3.6666666666666665,22.0,80.85714285714286,,
21942,2022-03-17,"[54.0, 55.0)",2.3333333333333335,14.0,80.8,,
21943,2022-03-17,"[55.0, 56.0)",0.7857142857142857,121.0,83.13333333333334,,
21944,2022-03-17,"[56.0, 57.0)",3.5,14.0,83.33333333333333,,
21945,2022-03-17,"[57.0, 58.0)",,,88.33333333333333,,
21946,2022-03-17,"[58.0, 59.0)",,,73.0,,
21947,2022-03-17,"[59.0, 60.0)",,,74.4,,
21948,2022-03-17,"[60.0, 61.0)",,,75.26666666666667,,
21949,2022-03-17,"[61.0, 62.0)",2.9166666666666665,70.0,68.4,,
21950,2022-03-17,"[62.0, 63.0)",7.0,21.0,68.73333333333333,,
21951,2022-03-17,"[63.0, 64.0)",6.25,25.0,70.53333333333333,,
21952,2022-03-17,"[64.0, 65.0)",3.6,18.0,70.86666666666666,,
21953,2022-03-17,"[65.0, 66.0)",3.0,9.0,69.93333333333334,,
21954,2022-03-17,"[66.0, 67.0)",3.75,30.0,69.06666666666666,,
21955,2022-03-17,"[67.0, 68.0)",2.1464435146443517,513.0,71.66666666666667,,
21956,2022-03-17,"[68.0, 69.0)",,,73.0,,
21957,2022-03-17,"[69.0, 70.0)",,,73.06666666666666,,
21958,2022-03-17,"[70.0, 71.0)",,,75.4,,
